analysis_type,parameter_name,parameter_value,initialization_index,initialization_seed,algorithm,epsilon,output_weight_count,hidden_width,q_dimension,n_train,n_test,n_features,n_classes,lambda_reg,estimated_L,mu,condition_number,converged,iterations,computational_time_seconds,initial_gradient_norm,final_gradient_norm,objective_value,objective_gap_to_ldlt,relative_error_to_ldlt,train_accuracy,test_accuracy,alpha,beta
sparsity,sparseness_percentage,0.1,67,103074,Nesterov,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,770,0.6423294999985956,2.1528115762728617,0.0009992754548387396,0.058929685870126765,4.657770937374628e-06,0.006956701680929983,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparseness_percentage,0.1,68,103075,Heavy Ball,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,614,0.5095310420001624,2.290548460379187,0.0006116743165943331,0.05892512190168589,9.380249649942884e-08,0.0005125795995432299,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparseness_percentage,0.1,68,103075,Nesterov,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,770,0.4991984580010467,2.290548460379187,0.000997863275628248,0.058929678967475856,4.650868286465437e-06,0.006961090536187209,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparseness_percentage,0.1,69,103076,Heavy Ball,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,614,0.3957742499987944,2.311444925227438,0.0006160757457922917,0.058925122382581595,9.428339220463045e-08,0.0005126586220105591,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparseness_percentage,0.1,69,103076,Nesterov,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,770,0.45113566700092633,2.311444925227438,0.000998807682361235,0.0589296854326331,4.6573334437083336e-06,0.006959588194080612,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparseness_percentage,0.1,70,103077,Heavy Ball,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,614,0.4373993330009398,2.3426950887586293,0.0006184337552522435,0.058925122389405796,9.429021640555701e-08,0.0005129691245317177,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparseness_percentage,0.1,70,103077,Nesterov,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,770,0.44790679099969566,2.3426950887586293,0.0009996345908092849,0.05892969388899514,4.665789805749498e-06,0.006972036394053867,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparseness_percentage,0.1,71,103078,Heavy Ball,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,614,0.4395970000005036,2.1230494000441564,0.000595734768517522,0.0589251224446055,9.434541611147429e-08,0.0005128518761452809,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparseness_percentage,0.1,71,103078,Nesterov,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,771,0.6035391250006796,2.1230494000441564,0.0009929881802596173,0.058929629971682496,4.601872493105452e-06,0.006918386181488942,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparseness_percentage,0.1,72,103079,Heavy Ball,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,614,0.44351470800029347,2.1703458356088157,0.0006006003898998286,0.05892512235767122,9.425848183225449e-08,0.0005123746087221481,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparseness_percentage,0.1,72,103079,Nesterov,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,771,0.5936489169980632,2.1703458356088157,0.000992169955951263,0.0589296215667717,4.593467582310329e-06,0.00690153811465598,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparseness_percentage,0.1,73,103080,Heavy Ball,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,614,0.7210258330014767,2.1744825370152996,0.0006030319321655534,0.058925122588739075,9.448954968460654e-08,0.0005123821374944735,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparseness_percentage,0.1,73,103080,Nesterov,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,770,0.5965039590009837,2.1744825370152996,0.000999442391174338,0.05892967982189638,4.651722706992822e-06,0.00695558268493344,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparseness_percentage,0.1,74,103081,Heavy Ball,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,614,0.41248341599930427,2.245912612055701,0.0006077426984137269,0.05892512230639951,9.420721012315392e-08,0.0005127839274153639,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparseness_percentage,0.1,74,103081,Nesterov,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,771,0.5188438749974011,2.245912612055701,0.0009922650442471075,0.058929622679725985,4.594580536594617e-06,0.0069125636465163,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparseness_percentage,0.1,75,103082,Heavy Ball,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,614,0.3900463329991908,2.1343470139986436,0.0005968549343267349,0.0589251221109583,9.401176891132845e-08,0.0005124217413036292,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparseness_percentage,0.1,75,103082,Nesterov,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,770,0.49460774999897694,2.1343470139986436,0.000999806035247685,0.058929691326812986,4.663227623595556e-06,0.006965796523966484,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparseness_percentage,0.1,76,103083,Heavy Ball,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,567,0.3572939170007885,2.0134402043202506,0.000995246498486618,0.05892530296653303,2.7486734364284837e-07,0.0008936390688942504,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparseness_percentage,0.1,76,103083,Nesterov,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,771,0.44886754199978895,2.0134402043202506,0.0009924653326672285,0.05892962653776184,4.5984385724506804e-06,0.006918314520298151,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparseness_percentage,0.1,77,103084,Heavy Ball,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,614,0.3992330840010254,2.1200310804993348,0.0005930803950574927,0.058925121871605354,9.377241596414398e-08,0.0005129956553234115,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparseness_percentage,0.1,77,103084,Nesterov,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,771,0.5055192920008267,2.1200310804993348,0.0009920690649741135,0.058929625871683454,4.59777249406379e-06,0.006921709128198087,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparseness_percentage,0.1,78,103085,Heavy Ball,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,614,0.3605355409999902,2.1223916743875892,0.0005954309592447091,0.058925122260471356,9.416128196604312e-08,0.0005125377351605836,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparseness_percentage,0.1,78,103085,Nesterov,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,771,0.4656373329999042,2.1223916743875892,0.0009928605012862386,0.05892962674122188,4.5986420324911625e-06,0.006912297306130513,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparseness_percentage,0.1,79,103086,Heavy Ball,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,614,0.367276832999778,2.2178167946362506,0.0006053532227361333,0.05892512213678527,9.403759587689464e-08,0.0005119408620424488,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparseness_percentage,0.1,79,103086,Nesterov,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,770,0.5338602080009878,2.2178167946362506,0.0009992130947910885,0.05892967950061317,4.6514014237775125e-06,0.006950518366731843,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparseness_percentage,0.1,80,103087,Heavy Ball,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,614,0.36529008399884333,2.203437019118802,0.0006019826979814572,0.058925121794736426,9.369554703625438e-08,0.0005125485669154657,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparseness_percentage,0.1,80,103087,Nesterov,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,770,0.46903766600007657,2.203437019118802,0.0009993486080072886,0.05892968635085236,4.6582516629728454e-06,0.006959903238174934,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparseness_percentage,0.1,81,103088,Heavy Ball,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,614,0.41224166699976195,2.090687131750573,0.0005945014992349652,0.05892512226973413,9.417054473714881e-08,0.0005126220775971745,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparseness_percentage,0.1,81,103088,Nesterov,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,770,0.6065085410009488,2.090687131750573,0.000998102214192825,0.058929684012559866,4.655913370475717e-06,0.006962149497775217,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparseness_percentage,0.1,82,103089,Heavy Ball,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,614,0.4441813330013247,2.1441298939171056,0.000597616536230721,0.058925122296065585,9.419687619499628e-08,0.0005128315856904946,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparseness_percentage,0.1,82,103089,Nesterov,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,770,0.4721267919994716,2.1441298939171056,0.0009994948917151653,0.058929687793122604,4.659693933213582e-06,0.006956921740238216,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparseness_percentage,0.1,83,103090,Heavy Ball,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,614,0.43971733299986226,2.397102367323869,0.0006241382242073175,0.05892512226883869,9.416964930064609e-08,0.0005126045950091878,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparseness_percentage,0.1,83,103090,Nesterov,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,770,0.7121431669984304,2.397102367323869,0.0009989871456374745,0.05892968522068739,4.657121497997352e-06,0.0069620719833647805,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparseness_percentage,0.1,84,103091,Heavy Ball,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,614,0.6577934159977303,2.3129673002403166,0.0006161034300778876,0.05892512231353006,9.421434066930745e-08,0.0005131625543177479,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparseness_percentage,0.1,84,103091,Nesterov,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,771,0.9144892080003046,2.3129673002403166,0.0009927659948674166,0.05892962774594097,4.599646751576869e-06,0.0069225578998938974,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparseness_percentage,0.1,85,103092,Heavy Ball,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,614,0.5969845420004276,2.223744956196209,0.0006032748115658695,0.058925121564780164,9.346559077388905e-08,0.0005127949833815187,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparseness_percentage,0.1,85,103092,Nesterov,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,770,0.4883603750022303,2.223744956196209,0.0009997648264492925,0.05892968878908088,4.660689891487768e-06,0.006961133813192124,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparseness_percentage,0.1,86,103093,Heavy Ball,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,614,0.5700116670013813,2.1558452196118534,0.000598256931120748,0.05892512190942268,9.381023328980387e-08,0.000512567972842366,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparseness_percentage,0.1,86,103093,Nesterov,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,770,0.6872512919981091,2.1558452196118534,0.000998022419879897,0.058929678778496565,4.6506793071748875e-06,0.00695844115664283,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparseness_percentage,0.1,87,103094,Heavy Ball,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,567,0.6209484999999404,2.0158486648064806,0.000997444604577974,0.05892530293391607,2.7483472667816367e-07,0.0008937388969052384,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparseness_percentage,0.1,87,103094,Nesterov,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,770,0.6931627080011822,2.0158486648064806,0.0009988353832261906,0.058929684352491116,4.6562533017255325e-06,0.006959812929588532,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparseness_percentage,0.1,88,103095,Heavy Ball,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,614,0.5155028750014026,2.1706211046279447,0.0005987866600849241,0.05892512195282926,9.385363986674777e-08,0.0005121129414733756,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparseness_percentage,0.1,88,103095,Nesterov,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,770,0.6163165409998328,2.1706211046279447,0.0009991335956494557,0.058929685996042064,4.657896852673649e-06,0.006953996617457103,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparseness_percentage,0.1,89,103096,Heavy Ball,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,614,0.5040121669990185,2.1390604297296867,0.0005977616304475523,0.058925122338410886,9.423922149587316e-08,0.0005118212502267832,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparseness_percentage,0.1,89,103096,Nesterov,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,770,0.6197954589988512,2.1390604297296867,0.0009978975496965792,0.05892967437517016,4.646275980769998e-06,0.006948169233357131,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparseness_percentage,0.1,90,103097,Heavy Ball,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,614,0.4211003749987867,2.079283585947515,0.0005898866380658983,0.05892512212188557,9.402269617736492e-08,0.0005124525212569276,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparseness_percentage,0.1,90,103097,Nesterov,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,770,0.6302615829990827,2.079283585947515,0.000999268379394737,0.05892967717615551,4.649076966116439e-06,0.006957708394827943,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparseness_percentage,0.1,91,103098,Heavy Ball,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,614,0.5040339580009459,2.139866280896505,0.0005987584646293276,0.05892512243125745,9.433206805964378e-08,0.0005126470759854662,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparseness_percentage,0.1,91,103098,Nesterov,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,770,0.7086114579979039,2.139866280896505,0.0009996666168773892,0.058929684924020814,4.6568248314241e-06,0.006955326973414968,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparseness_percentage,0.1,92,103099,Heavy Ball,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,614,0.45410420799817075,2.1301104156813015,0.000596667956364381,0.058925122354555846,9.425536645624177e-08,0.000512468214605542,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparseness_percentage,0.1,92,103099,Nesterov,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,770,0.5525535000015225,2.1301104156813015,0.0009998485758877847,0.05892968960427865,4.661505089258167e-06,0.006958100098103203,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparseness_percentage,0.1,93,103100,Heavy Ball,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,567,0.36316850000002887,2.0224858416934617,0.00099807319538942,0.05892530342763403,2.753284446405102e-07,0.0008936240066600627,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparseness_percentage,0.1,93,103100,Nesterov,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,771,0.4971979170004488,2.0224858416934617,0.0009923628307196245,0.058929622626900935,4.594527711544727e-06,0.0069134989991382996,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparseness_percentage,0.1,94,103101,Heavy Ball,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,614,0.4419226659993001,2.075276260658464,0.0005920745173936796,0.0589251224555034,9.435631401211175e-08,0.0005125389858313717,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparseness_percentage,0.1,94,103101,Nesterov,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,770,0.4884462910013099,2.075276260658464,0.0009996761432906473,0.058929686808175216,4.658708985826043e-06,0.006959126154177943,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparseness_percentage,0.1,95,103102,Heavy Ball,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,614,0.3676769580015389,2.182505472560568,0.00060332512019133,0.05892512282931768,9.473012829025462e-08,0.0005127750024882953,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparseness_percentage,0.1,95,103102,Nesterov,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,770,0.5206150000012713,2.182505472560568,0.000999674749053434,0.05892967909799726,4.65099880787162e-06,0.006955594767084543,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparseness_percentage,0.1,96,103103,Heavy Ball,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,614,0.49757654200220713,2.074591404199014,0.0005925342361425511,0.05892512244940779,9.435021840198399e-08,0.0005125797182181957,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparseness_percentage,0.1,96,103103,Nesterov,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,770,0.5180450419975386,2.074591404199014,0.0009989490448466289,0.058929681209919114,4.653110729724297e-06,0.0069593396522802395,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparseness_percentage,0.1,97,103104,Heavy Ball,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,614,0.3992381249991013,2.1381985492768574,0.0005976523909900605,0.05892512234833931,9.424914992200994e-08,0.0005125053394527438,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparseness_percentage,0.1,97,103104,Nesterov,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,771,0.4462929159999476,2.1381985492768574,0.0009929605320983322,0.05892962420080385,4.5961016144624445e-06,0.006914925103727723,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparseness_percentage,0.1,98,103105,Heavy Ball,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,614,0.3544454999973823,2.1251940972551124,0.0005952482857015758,0.058925121974265665,9.387507627495184e-08,0.0005124025101571918,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparseness_percentage,0.1,98,103105,Nesterov,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,770,0.44876666699929046,2.1251940972551124,0.0009986948936541243,0.05892968262599681,4.654526807416903e-06,0.006954793118658385,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparseness_percentage,0.1,99,103106,Heavy Ball,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,614,0.3472591249992547,2.0893182960209007,0.0005898823241443495,0.0589251218090738,9.370988440782213e-08,0.0005125879519807081,0.999,0.9971428571428571,0.028396666029075878,0.9763106316987017
sparsity,sparseness_percentage,0.1,99,103106,Nesterov,0.001,50000,500,501,1000,350,100,100,0.005,139.18814539778154,0.005,27837.629079556307,True,771,0.46578108300309395,2.0893182960209007,0.0009925191871559636,0.05892962432170305,4.596222513662818e-06,0.006920406939047213,0.999,0.9971428571428571,0.00718451989673496,0.9880843241842782
sparsity,sparseness_percentage,0.2,0,103007,Heavy Ball,0.001,50000,500,501,1000,350,100,100,0.005,139.01441759082746,0.005,27802.88351816549,True,567,0.3306351250030275,2.1308108138785737,0.0009968723611862502,0.077347995583604,2.6893165655517137e-07,0.0008953426209129064,0.999,0.9971428571428571,0.028431942020410966,0.9762960103268533
sparsity,sparseness_percentage,0.2,0,103007,Nesterov,0.001,50000,500,501,1000,350,100,100,0.005,139.01441759082746,0.005,27802.88351816549,True,765,0.4347539170012169,2.1308108138785737,0.0009949190123808667,0.07735304780865235,5.321156704901631e-06,0.0072100943734376335,0.999,0.9971428571428571,0.007193498468219189,0.9880769253083757
sparsity,sparseness_percentage,0.2,1,103008,Heavy Ball,0.001,50000,500,501,1000,350,100,100,0.005,139.01441759082746,0.005,27802.88351816549,True,614,0.3647105840027507,2.257884335697142,0.0005598572491208366,0.07734781545572147,8.880377402875617e-08,0.0005111764026112109,0.999,0.9971428571428571,0.028431942020410966,0.9762960103268533
sparsity,sparseness_percentage,0.2,1,103008,Nesterov,0.001,50000,500,501,1000,350,100,100,0.005,139.01441759082746,0.005,27802.88351816549,True,765,0.5050646250019781,2.257884335697142,0.000994732958520168,0.07735303927605094,5.31262410349842e-06,0.007206149822641421,0.999,0.9971428571428571,0.007193498468219189,0.9880769253083757
sparsity,sparseness_percentage,0.2,2,103009,Heavy Ball,0.001,50000,500,501,1000,350,100,100,0.005,139.01441759082746,0.005,27802.88351816549,True,614,0.37662749999799416,2.2087197268924474,0.000553795433434724,0.07734781560117053,8.894922308433362e-08,0.0005119666610337384,0.999,0.9971428571428571,0.028431942020410966,0.9762960103268533
sparsity,sparseness_percentage,0.2,2,103009,Nesterov,0.001,50000,500,501,1000,350,100,100,0.005,139.01441759082746,0.005,27802.88351816549,True,765,0.5942398339975625,2.2087197268924474,0.0009955023576101302,0.07735304492123768,5.318269290233157e-06,0.007206116674749873,0.999,0.9971428571428571,0.007193498468219189,0.9880769253083757
sparsity,sparseness_percentage,0.2,3,103010,Heavy Ball,0.001,50000,500,501,1000,350,100,100,0.005,139.01441759082746,0.005,27802.88351816549,True,567,0.6992337500014401,1.9892373812216344,0.0009698636581105633,0.07734799712862073,2.7047667328083946e-07,0.0008955211516633527,0.999,0.9971428571428571,0.028431942020410966,0.9762960103268533
sparsity,sparseness_percentage,0.2,3,103010,Nesterov,0.001,50000,500,501,1000,350,100,100,0.005,139.01441759082746,0.005,27802.88351816549,True,765,1.2421490419983456,1.9892373812216344,0.0009950003059522898,0.07735303782044509,5.311168497640351e-06,0.007202780755379946,0.999,0.9971428571428571,0.007193498468219189,0.9880769253083757
sparsity,sparseness_percentage,0.2,4,103011,Heavy Ball,0.001,50000,500,501,1000,350,100,100,0.005,139.01441759082746,0.005,27802.88351816549,True,614,1.002341333001823,2.1538723637893877,0.0005465335790609799,0.07734781529748937,8.864554192078433e-08,0.0005116005191485213,0.999,0.9971428571428571,0.028431942020410966,0.9762960103268533
sparsity,sparseness_percentage,0.2,4,103011,Nesterov,0.001,50000,500,501,1000,350,100,100,0.005,139.01441759082746,0.005,27802.88351816549,True,765,0.7107619589987735,2.1538723637893877,0.000995215766988273,0.077353042055609,5.315403661554363e-06,0.007207711002755529,0.999,0.9971428571428571,0.007193498468219189,0.9880769253083757
sparsity,sparseness_percentage,0.2,5,103012,Heavy Ball,0.001,50000,500,501,1000,350,100,100,0.005,139.01441759082746,0.005,27802.88351816549,True,614,0.46967291699911584,2.215471230046707,0.0005514636069349358,0.07734781485208896,8.820014150978661e-08,0.0005118099427908233,0.999,0.9971428571428571,0.028431942020410966,0.9762960103268533
sparsity,sparseness_percentage,0.2,5,103012,Nesterov,0.001,50000,500,501,1000,350,100,100,0.005,139.01441759082746,0.005,27802.88351816549,True,764,0.9373612500021409,2.215471230046707,0.0009996426098842618,0.07735310924957725,5.382597629804975e-06,0.007259048404154584,0.999,0.9971428571428571,0.007193498468219189,0.9880769253083757
sparsity,sparseness_percentage,0.2,6,103013,Heavy Ball,0.001,50000,500,501,1000,350,100,100,0.005,139.01441759082746,0.005,27802.88351816549,True,567,0.5506747500003257,2.0726932972117678,0.000986338758552446,0.07734799670631748,2.7005437003291277e-07,0.0008964020437788892,0.999,0.9971428571428571,0.028431942020410966,0.9762960103268533
sparsity,sparseness_percentage,0.2,6,103013,Nesterov,0.001,50000,500,501,1000,350,100,100,0.005,139.01441759082746,0.005,27802.88351816549,True,765,0.6259327500010841,2.0726932972117678,0.0009949025418431864,0.07735304438555404,5.3177336065968195e-06,0.007206870078173813,0.999,0.9971428571428571,0.007193498468219189,0.9880769253083757
sparsity,sparseness_percentage,0.2,7,103014,Heavy Ball,0.001,50000,500,501,1000,350,100,100,0.005,139.01441759082746,0.005,27802.88351816549,True,614,0.5561187500024971,2.301367675921517,0.0005632627317984033,0.07734781512032511,8.846837766529614e-08,0.0005111221620803383,0.999,0.9971428571428571,0.028431942020410966,0.9762960103268533
sparsity,sparseness_percentage,0.2,7,103014,Nesterov,0.001,50000,500,501,1000,350,100,100,0.005,139.01441759082746,0.005,27802.88351816549,True,765,0.6848900000004505,2.301367675921517,0.0009955068627431666,0.07735303810014149,5.311448194045276e-06,0.007201231461216301,0.999,0.9971428571428571,0.007193498468219189,0.9880769253083757
sparsity,sparseness_percentage,0.2,8,103015,Heavy Ball,0.001,50000,500,501,1000,350,100,100,0.005,139.01441759082746,0.005,27802.88351816549,True,614,0.5332332079997286,2.1280945893213237,0.000545088934164223,0.0773478153007096,8.864876215042283e-08,0.0005115261632261097,0.999,0.9971428571428571,0.028431942020410966,0.9762960103268533
sparsity,sparseness_percentage,0.2,8,103015,Nesterov,0.001,50000,500,501,1000,350,100,100,0.005,139.01441759082746,0.005,27802.88351816549,True,765,0.96637974999976,2.1280945893213237,0.0009959074407020574,0.07735304595839065,5.319306443207772e-06,0.007204449749823094,0.999,0.9971428571428571,0.007193498468219189,0.9880769253083757
